248,BCKDHB,gene
123,BCKDK,gene
72,BCL10,gene
11,BCL11A,gene
11,BCL11B,gene
46,BCL2,gene
46,BCL2L1,gene
44,BCL2L11,gene
46,BCL2L2,gene
59,BCL3,gene
47,BCL7A,gene
47,BCL7B,gene
47,BCL7C,gene
48,BCL9,gene
48,BCL9L,gene
592,BCLAF1,gene
386,BCOR,gene
49,BCR,gene
453,BCS1L,gene
33,BDP1,gene
34,BECN1,gene
212,BEST1,gene
212,BEST2,gene
212,BEST3,gene
212,BEST4,gene
572,BET1,gene
572,BET1L,gene
331,BEX1,gene
240,BICD2,gene
50,BIK,gene
123,BIN1,gene
51,BIRC2,gene
51,BIRC3,gene
51,BIRC5,gene
280,BLM,gene
542,BLOC1S1,gene
52,BLOC1S2,gene
53,BLOC1S3,gene
54,BLOC1S4,gene
457,BLOC1S5,gene
542,BLOC1S6,gene
55,BMF,gene
405,BMI1,gene
407,BMP2,gene
6,BMPR1A,gene
6,BMPR1B,gene
49,BMPR2,gene
645,BMS1,gene
572,BNIP1,gene
59,BOD1,gene
33,BOD1L1,gene
59,BOD1L2,gene
56,BOLA1,gene
56,BOLA2,gene
56,BOLA3,gene
570,BOP1,gene
542,BORCS5,gene
440,BORCS6,gene
233,BORCS7,gene
233,BORCS8,gene
157,BPTF,gene
57,BRAP,gene
58,BRCA1,gene
58,BRCA2,gene
165,BRCC3,gene
59,BRD1,gene
59,BRD7,gene
59,BRD8,gene
59,BRD9,gene
59,BRF1,gene
82,BRF2,gene
280,BRIP1,gene
542,BRK1,gene
60,BRMS1,gene
60,BRMS1L,gene
59,BRPF1,gene
59,BRPF3,gene
168,BTBD1,gene
157,BTF3,gene
193,BTRC,gene
49,BUB1B,gene
469,BUB3,gene
477,BUD13,gene
307,BUD31,gene
645,BYSL,gene
318,C1D,gene
62,C1QA,gene
62,C1QB,gene
62,C1QC,gene
61,C1QL1,gene
61,C1QL2,gene
61,C1QL3,gene
62,C1QTNF1,gene
62,C1QTNF2,gene
62,C1QTNF3,gene
62,C1QTNF5,gene
62,C1QTNF6,gene
62,C1QTNF7,gene
62,C1QTNF9,gene
62,C1QTNF9B,gene
181,C2,gene
63,C2CD6,gene
131,C2orf49,gene
267,C3,gene
267,C5,gene
64,C6,gene
64,C7,gene
64,C8A,gene
64,C8B,gene
590,C8G,gene
64,C9,gene
65,C9orf72,gene
534,C9orf78,gene
649,CAB39,gene
649,CAB39L,gene
67,CACHD1,gene
66,CACNA1A,gene
66,CACNA1B,gene
66,CACNA1C,gene
66,CACNA1D,gene
66,CACNA1E,gene
66,CACNA1F,gene
66,CACNA1G,gene
66,CACNA1H,gene
66,CACNA1I,gene
66,CACNA1S,gene
67,CACNA2D1,gene
67,CACNA2D2,gene
67,CACNA2D3,gene
67,CACNA2D4,gene
270,CACNB1,gene
270,CACNB2,gene
270,CACNB3,gene
270,CACNB4,gene
68,CACNG1,gene
68,CACNG2,gene
68,CACNG3,gene
68,CACNG4,gene
68,CACNG6,gene
68,CACNG7,gene
68,CACNG8,gene
573,CACTIN,gene
124,CACYBP,gene
246,CALCR,gene
246,CALCRL,gene
69,CALM1,gene
69,CALM2,gene
69,CALM3,gene
268,CALR,gene
417,CAMK1G,gene
70,CAMK2A,gene
70,CAMK2B,gene
70,CAMK2D,gene
70,CAMK2G,gene
324,CAMKMT,gene
71,CAMLG,gene
266,CAND1,gene
268,CANX,gene
420,CAPG,gene
170,CAPN1,gene
170,CAPN2,gene
170,CAPN3,gene
326,CAPNS1,gene
326,CAPNS2,gene
524,CAPRIN2,gene
457,CAPZA1,gene
457,CAPZA2,gene
307,CAPZB,gene
473,CARD10,gene
403,CARD11,gene
72,CARD16,gene
72,CARD8,gene
403,CARD9,gene
299,CARMIL1,gene
524,CASC3,gene
74,CASP1,gene
74,CASP10,gene
74,CASP12,gene
74,CASP2,gene
73,CASP3,gene
74,CASP4,gene
74,CASP5,gene
74,CASP8,gene
74,CASP9,gene
151,CASQ2,gene
157,CAT,gene
75,CATSPER1,gene
517,CATSPER2,gene
517,CATSPER3,gene
134,CATSPERB,gene
134,CATSPERG,gene
76,CAV1,gene
76,CAV2,gene
76,CAV3,gene
331,CBFB,gene
49,CBL,gene
48,CBLL1,gene
77,CBR4,gene
78,CBX2,gene
59,CBX3,gene
78,CBX4,gene
59,CBX5,gene
78,CBX6,gene
78,CBX7,gene
78,CBX8,gene
418,CC2D2A,gene
539,CCAR2,gene
79,CCBE1,gene
240,CCDC102A,gene
233,CCDC103,gene
251,CCDC113,gene
457,CCDC115,gene
605,CCDC12,gene
80,CCDC120,gene
157,CCDC47,gene
605,CCDC51,gene
403,CCDC61,gene
60,CCDC65,gene
118,CCDC68,gene
540,CCDC8,gene
81,CCDC9,gene
49,CCM2,gene
82,CCNA1,gene
82,CCNA2,gene
82,CCNB1,gene
82,CCNB2,gene
522,CCNB3,gene
82,CCNC,gene
82,CCND1,gene
82,CCND2,gene
82,CCND3,gene
82,CCNE1,gene
82,CCNE2,gene
82,CCNF,gene
82,CCNG1,gene
82,CCNG2,gene
82,CCNH,gene
82,CCNI,gene
82,CCNI2,gene
82,CCNJ,gene
82,CCNJL,gene
83,CCNK,gene
98,CCNL1,gene
98,CCNL2,gene
82,CCNO,gene
83,CCNT1,gene
83,CCNT2,gene
98,CCNY,gene
84,CCP110,gene
85,CCT2,gene
85,CCT3,gene
85,CCT4,gene
85,CCT5,gene
85,CCT6A,gene
85,CCT6B,gene
85,CCT7,gene
85,CCT8,gene
86,CCZ1,gene
87,CCZ1B,gene
191,CD14,gene
90,CD19,gene
90,CD2,gene
409,CD200R1,gene
88,CD247,gene
515,CD28,gene
362,CD2AP,gene
89,CD2BP2,gene
233,CD34,gene
40,CD36,gene
90,CD3D,gene
90,CD3E,gene
90,CD3G,gene
90,CD4,gene
603,CD40,gene
91,CD44,gene
90,CD69,gene
252,CD74,gene
90,CD79A,gene
90,CD79B,gene
515,CD80,gene
515,CD8A,gene
515,CD8B,gene
631,CD9,gene
93,CDC16,gene
203,CDC20,gene
93,CDC23,gene
92,CDC26,gene
93,CDC27,gene
605,CDC37,gene
422,CDC40,gene
462,CDC42,gene
94,CDC45,gene
344,CDC5L,gene
157,CDC73,gene
131,CDCA8,gene
95,CDH1,gene
95,CDH10,gene
95,CDH11,gene
95,CDH12,gene
95,CDH13,gene
95,CDH15,gene
95,CDH17,gene
95,CDH19,gene
95,CDH2,gene
95,CDH20,gene
95,CDH22,gene
95,CDH23,gene
95,CDH24,gene
95,CDH26,gene
95,CDH3,gene
95,CDH4,gene
95,CDH5,gene
95,CDH6,gene
95,CDH8,gene
95,CDHR3,gene
97,CDK1,gene
270,CDK12,gene
270,CDK13,gene
96,CDK14,gene
96,CDK16,gene
96,CDK19,gene
97,CDK2,gene
97,CDK3,gene
97,CDK4,gene
97,CDK5,gene
98,CDK5R1,gene
98,CDK5R2,gene
542,CDK5RAP3,gene
97,CDK6,gene
97,CDK7,gene
96,CDK8,gene
97,CDK9,gene
531,CDKN1A,gene
531,CDKN1B,gene
27,CDKN2D,gene
555,CDX2,gene
137,CEBPA,gene
137,CEBPB,gene
137,CEBPD,gene
137,CEBPE,gene
31,CEBPG,gene
123,CEBPZ,gene
524,CECR2,gene
99,CELF1,gene
99,CELF2,gene
99,CELF3,gene
99,CELF4,gene
99,CELF5,gene
99,CELF6,gene
100,CENPA,gene
101,CENPF,gene
84,CENPJ,gene
233,CENPO,gene
233,CENPQ,gene
579,CENPS,gene
100,CENPX,gene
395,CEP128,gene
60,CEP152,gene
187,CEP164,gene
639,CEP170,gene
58,CEP192,gene
101,CEP250,gene
395,CEP290,gene
418,CEP76,gene
395,CEP83,gene
60,CEP89,gene
49,CEP97,gene
354,CETN2,gene
354,CETN3,gene
268,CETP,gene
481,CFAP206,gene
45,CFAP70,gene
181,CFB,gene
605,CFDP1,gene
102,CFH,gene
102,CFHR1,gene
102,CFHR2,gene
102,CFHR5,gene
74,CFLAR,gene
581,CFTR,gene
304,CGA,gene
295,CGB3,gene
101,CGN,gene
558,CGNL1,gene
558,CHAF1A,gene
103,CHAF1B,gene
370,CHCHD1,gene
107,CHCHD10,gene
605,CHCHD3,gene
605,CHCHD6,gene
59,CHD3,gene
59,CHD4,gene
59,CHD5,gene
21,CHD8,gene
104,CHEK1,gene
105,CHM,gene
105,CHML,gene
106,CHMP1A,gene
106,CHMP1B,gene
106,CHMP2A,gene
106,CHMP2B,gene
106,CHMP3,gene
107,CHMP4A,gene
107,CHMP4B,gene
107,CHMP4C,gene
107,CHMP5,gene
107,CHMP6,gene
253,CHMP7,gene
326,CHP1,gene
579,CHRAC1,gene
109,CHRFAM7A,gene
108,CHRNA1,gene
108,CHRNA2,gene
108,CHRNA3,gene
108,CHRNA4,gene
108,CHRNA5,gene
109,CHRNA7,gene
109,CHRNA9,gene
109,CHRNB1,gene
108,CHRNB2,gene
108,CHRNB4,gene
109,CHRND,gene
109,CHRNE,gene
397,CHTF18,gene
157,CHTF8,gene
639,CHTOP,gene
253,CHUK,gene
25,CIAO1,gene
477,CIR1,gene
110,CIRBP,gene
398,CISD2,gene
552,CISH,gene
48,CITED2,gene
360,CKAP5,gene
341,CKS1B,gene
341,CKS2,gene
134,CLCC1,gene
382,CLCF1,gene
111,CLCN1,gene
111,CLCN2,gene
111,CLCN7,gene
111,CLCNKA,gene
111,CLCNKB,gene
68,CLDN1,gene
68,CLDN17,gene
68,CLDN3,gene
68,CLDN4,gene
90,CLEC12B,gene
112,CLIC1,gene
112,CLIC2,gene
112,CLIC3,gene
112,CLIC4,gene
112,CLIC5,gene
540,CLIC6,gene
171,CLINT1,gene
558,CLIP2,gene
49,CLMN,gene
553,CLNK,gene
157,CLNS1A,gene
379,CLOCK,gene
113,CLP1,gene
248,CLPP,gene
315,CLPX,gene
268,CLSTN3,gene
605,CLTA,gene
605,CLTB,gene
249,CLTC,gene
249,CLTCL1,gene
20,CLU,gene
251,CLUAP1,gene
368,CNEP1R1,gene
271,CNGA1,gene
271,CNGA3,gene
271,CNGA4,gene
271,CNGB1,gene
271,CNGB3,gene
114,CNIH2,gene
114,CNIH3,gene
271,CNNM4,gene
115,CNOT1,gene
619,CNOT10,gene
115,CNOT11,gene
116,CNOT2,gene
537,CNOT3,gene
126,CNOT4,gene
123,CNOT6,gene
123,CNOT6L,gene
541,CNOT7,gene
541,CNOT8,gene
649,CNOT9,gene
82,CNPPD1,gene
117,CNST,gene
158,CNTFR,gene
593,CNTNAP2,gene
118,CNTRL,gene
407,COA6,gene
119,COG1,gene
119,COG2,gene
119,COG3,gene
119,COG4,gene
119,COG5,gene
119,COG6,gene
119,COG7,gene
176,COG8,gene
122,COL10A1,gene
120,COL11A1,gene
120,COL11A2,gene
593,COL12A1,gene
121,COL13A1,gene
593,COL14A1,gene
79,COL15A1,gene
122,COL16A1,gene
526,COL17A1,gene
79,COL18A1,gene
122,COL19A1,gene
121,COL1A1,gene
121,COL1A2,gene
170,COL20A1,gene
121,COL21A1,gene
121,COL22A1,gene
121,COL23A1,gene
79,COL24A1,gene
121,COL25A1,gene
79,COL26A1,gene
79,COL27A1,gene
121,COL28A1,gene
121,COL2A1,gene
121,COL3A1,gene
122,COL4A1,gene
122,COL4A2,gene
122,COL4A3,gene
122,COL4A4,gene
122,COL4A5,gene
122,COL4A6,gene
120,COL5A1,gene
121,COL5A2,gene
121,COL5A3,gene
121,COL6A1,gene
121,COL6A2,gene
312,COL6A3,gene
312,COL6A6,gene
593,COL7A1,gene
122,COL8A1,gene
122,COL8A2,gene
122,COL9A1,gene
122,COL9A2,gene
122,COL9A3,gene
526,COLEC10,gene
526,COLEC11,gene
526,COLEC12,gene
79,COLQ,gene
481,COMMD1,gene
289,COMP,gene
249,COPA,gene
123,COPB1,gene
249,COPB2,gene
619,COPE,gene
123,COPG1,gene
123,COPG2,gene
454,COPS2,gene
454,COPS3,gene
454,COPS4,gene
455,COPS5,gene
165,COPS6,gene
124,COPS7A,gene
124,COPS7B,gene
454,COPS8,gene
331,COPS9,gene
15,COPZ1,gene
15,COPZ2,gene
175,COQ3,gene
338,COQ4,gene
248,COQ5,gene
248,COQ6,gene
125,COQ7,gene
316,COQ9,gene
642,CORO1A,gene
249,CORO1C,gene
642,CORO2A,gene
382,CORT,gene
316,COX10,gene
56,COX11,gene
125,COX15,gene
125,COX4I1,gene
125,COX4I2,gene
338,COX5A,gene
341,COX5B,gene
369,COX6A1,gene
369,COX6A2,gene
370,COX6B1,gene
370,COX6B2,gene
125,COX6C,gene
125,COX7A1,gene
125,COX7A2,gene
368,COX7A2L,gene
368,COX7B,gene
125,COX7C,gene
369,COX8A,gene
368,COX8C,gene
126,CPEB1,gene
126,CPEB2,gene
126,CPEB3,gene
126,CPEB4,gene
605,CPLX1,gene
605,CPLX2,gene
605,CPLX3,gene
413,CPS1,gene
249,CPSF1,gene
127,CPSF2,gene
127,CPSF3,gene
128,CPSF4,gene
128,CPSF4L,gene
129,CPSF6,gene
129,CPSF7,gene
111,CPT1C,gene
102,CR1L,gene
102,CR2,gene
350,CRADD,gene
593,CRB1,gene
424,CRB2,gene
470,CRB3,gene
49,CRBN,gene
157,CRCP,gene
556,CREB1,gene
375,CREB3,gene
415,CREBBP,gene
46,CREBZF,gene
470,CREG1,gene
556,CREM,gene
225,CRK,gene
225,CRKL,gene
158,CRLF1,gene
255,CRLF2,gene
619,CRNKL1,gene
400,CRTAP,gene
11,CRX,gene
130,CRYAA,gene
130,CRYAB,gene
58,CRYBG3,gene
199,CSDE1,gene
233,CSF1,gene
322,CSF1R,gene
155,CSF2,gene
255,CSF2RA,gene
208,CSF2RB,gene
158,CSF3R,gene
96,CSNK1A1,gene
96,CSNK1E,gene
96,CSNK2A1,gene
96,CSNK2A2,gene
96,CSNK2A3,gene
59,CSNK2B,gene
157,CSTA,gene
582,CSTF1,gene
129,CSTF2,gene
129,CSTF2T,gene
131,CT45A10,gene
131,CT45A2,gene
131,CT45A3,gene
131,CT45A6,gene
70,CTBP1,gene
70,CTBP2,gene
1,CTC1,gene
541,CTDNEP1,gene
49,CTDP1,gene
79,CTHRC1,gene
515,CTLA4,gene
177,CTNNA1,gene
177,CTNNA2,gene
443,CTNNB1,gene
331,CTNNBIP1,gene
443,CTNNBL1,gene
421,CTNND1,gene
619,CTR9,gene
181,CTSB,gene
283,CTU1,gene
253,CTU2,gene
298,CUBN,gene
132,CUL1,gene
132,CUL2,gene
132,CUL3,gene
132,CUL4A,gene
132,CUL4B,gene
132,CUL5,gene
418,CUL7,gene
418,CUL9,gene
534,CWC15,gene
566,CWC22,gene
477,CWC25,gene
437,CWC27,gene
133,CWF19L1,gene
605,CWF19L2,gene
322,CXADR,gene
246,CXCR4,gene
59,CXXC1,gene
175,CYB5B,gene
378,CYB5R3,gene
368,CYBA,gene
378,CYBB,gene
268,CYC1,gene
636,CYCS,gene
622,CYFIP1,gene
622,CYFIP2,gene
49,DAB2IP,gene
11,DACH1,gene
114,DAD1,gene
134,DAG1,gene
466,DAP3,gene
13,DAPK1,gene
135,DAZAP1,gene
48,DAZAP2,gene
99,DAZL,gene
580,DBF4,gene
136,DBF4B,gene
59,DBI,gene
137,DBP,gene
146,DBT,gene
649,DCAF1,gene
138,DCAF10,gene
138,DCAF11,gene
140,DCAF12,gene
139,DCAF13,gene
148,DCAF15,gene
331,DCAF16,gene
185,DCAF17,gene
140,DCAF4,gene
140,DCAF4L1,gene
138,DCAF5,gene
138,DCAF6,gene
474,DCAF7,gene
138,DCAF8,gene
95,DCHS1,gene
59,DCLRE1C,gene
483,DCP2,gene
240,DCTN1,gene
318,DCTN2,gene
318,DCTN3,gene
45,DCTN4,gene
141,DCTN5,gene
141,DCTN6,gene
142,DCUN1D1,gene
142,DCUN1D2,gene
142,DCUN1D3,gene
142,DCUN1D4,gene
142,DCUN1D5,gene
403,DCX,gene
331,DDA1,gene
249,DDB1,gene
140,DDB2,gene
345,DDIT3,gene
143,DDOST,gene
170,DDR1,gene
170,DDR2,gene
144,DDX1,gene
161,DDX17,gene
161,DDX19B,gene
253,DDX20,gene
144,DDX21,gene
144,DDX23,gene
161,DDX39B,gene
161,DDX3X,gene
144,DDX41,gene
144,DDX46,gene
161,DDX5,gene
49,DDX58,gene
144,DDX6,gene
299,DECR1,gene
241,DEK,gene
265,DENND4C,gene
49,DEPDC1,gene
265,DEPDC5,gene
111,DERL1,gene
111,DERL2,gene
111,DERL3,gene
541,DESI1,gene
148,DET1,gene
233,DFFA,gene
253,DFFB,gene
448,DGCR8,gene
59,DGKI,gene
13,DHDDS,gene
299,DHRS7B,gene
280,DHX15,gene
144,DHX16,gene
280,DHX29,gene
284,DHX32,gene
280,DHX33,gene
280,DHX35,gene
144,DHX38,gene
144,DHX8,gene
280,DHX9,gene
338,DIABLO,gene
49,DICER1,gene
23,DIS3,gene
23,DIS3L,gene
23,DIS3L2,gene
136,DISC1,gene
403,DIXDC1,gene
145,DKC1,gene
146,DLAT,gene
147,DLD,gene
170,DLG1,gene
170,DLG3,gene
170,DLG4,gene
146,DLST,gene
344,DMAP1,gene
560,DMD,gene
148,DMXL1,gene
148,DMXL2,gene
586,DNAAF2,gene
149,DNAH1,gene
150,DNAH10,gene
150,DNAH11,gene
149,DNAH12,gene
149,DNAH14,gene
150,DNAH17,gene
150,DNAH2,gene
149,DNAH3,gene
150,DNAH5,gene
149,DNAH6,gene
149,DNAH7,gene
150,DNAH8,gene
150,DNAH9,gene
328,DNAI1,gene
328,DNAI2,gene
362,DNAJB11,gene
151,DNAJC10,gene
152,DNAJC11,gene
154,DNAJC15,gene
153,DNAJC17,gene
154,DNAJC19,gene
157,DNAJC28,gene
153,DNAJC9,gene
299,DNAL1,gene
612,DNAL4,gene
321,DNALI1,gene
149,DNHD1,gene
315,DNM1,gene
315,DNM1L,gene
315,DNM2,gene
315,DNM3,gene
59,DNMT3A,gene
59,DNMT3B,gene
313,DNTTIP1,gene
567,DOCK1,gene
155,DONSON,gene
11,DOT1L,gene
59,DPF1,gene
59,DPF2,gene
59,DPF3,gene
248,DPH1,gene
502,DPH2,gene
636,DPM1,gene
398,DPM2,gene
398,DPM3,gene
268,DPP10,gene
268,DPP6,gene
157,DPY30,gene
413,DPYSL3,gene
413,DPYSL5,gene
284,DQX1,gene
579,DR1,gene
579,DRAP1,gene
60,DRC1,gene
228,DRG1,gene
639,DROSHA,gene
229,DSCC1,gene
155,DSN1,gene
138,DTL,gene
23,DTNA,gene
457,DTNBP1,gene
481,DTX3L,gene
156,DUOX1,gene
156,DUOX2,gene
420,DUSP22,gene
403,DVL1,gene
131,DYDC2,gene
150,DYNC1H1,gene
328,DYNC1I1,gene
328,DYNC1I2,gene
509,DYNC1LI1,gene
509,DYNC1LI2,gene
150,DYNC2H1,gene
509,DYNC2LI1,gene
612,DYNLL1,gene
612,DYNLL2,gene
15,DYNLRB1,gene
15,DYNLRB2,gene
612,DYNLT1,gene
612,DYNLT3,gene
96,DYRK1A,gene
96,DYRK2,gene
49,DZIP1,gene
588,E2F1,gene
588,E2F2,gene
588,E2F3,gene
588,E2F4,gene
588,E2F5,gene
588,E2F6,gene
49,E2F7,gene
49,E2F8,gene
157,EAF1,gene
157,EAF2,gene
158,EBI3,gene
634,EBNA1BP2,gene
59,ECT2,gene
79,EDA,gene
395,EEA1,gene
642,EED,gene
353,EEF1A1,gene
353,EEF1A2,gene
324,EEF1AKMT3,gene
107,EEF1B2,gene
107,EEF1D,gene
112,EEF1E1,gene
228,EEF2,gene
324,EEF2KMT,gene
228,EEFSEC,gene
326,EFCAB7,gene
228,EFL1,gene
228,EFTUD2,gene
170,EGFR,gene
49,EHBP1,gene
540,EHBP1L1,gene
577,EID3,gene
432,EIF1,gene
432,EIF1B,gene
25,EIF2A,gene
253,EIF2AK4,gene
